city,lat,lon,humidity,wind_mps,temp_celsius,date_time,weather,description,risk_level
Delhi,28.6667,77.2167,48,2.06,19.1,2025-11-10 05:11:58,Smoke,smoke,Low
Mumbai,19.0144,72.8479,51,3.09,28.0,2025-11-10 05:12:52,Smoke,smoke,Low
Bhopal,23.2667,77.4,23,1.03,24.1,2025-11-10 05:12:16,Haze,haze,Low
Indore,22.7179,75.8333,33,1.54,25.1,2025-11-10 05:19:19,Clear,clear sky,Low
Bengaluru,12.9762,77.6033,55,4.02,25.6,2025-11-10 05:13:55,Haze,haze,Low
Delhi,28.6667,77.2167,45,1.54,20.1,2025-11-10 05:34:18,Smoke,smoke,Low
Mumbai,19.0144,72.8479,48,3.6,29.0,2025-11-10 05:33:46,Smoke,smoke,Low
Bhopal,23.2667,77.4,23,1.03,24.1,2025-11-10 05:39:39,Haze,haze,Low
Indore,22.7179,75.8333,33,1.54,25.1,2025-11-10 05:37:25,Clear,clear sky,Low
Bengaluru,12.9762,77.6033,55,2.68,26.1,2025-11-10 05:39:33,Haze,haze,Low
Delhi,28.6667,77.2167,43,1.54,21.1,2025-11-10 05:50:02,Smoke,smoke,Low
Mumbai,19.0144,72.8479,48,3.6,29.0,2025-11-10 05:52:22,Smoke,smoke,Low
Bhopal,23.2667,77.4,20,1.54,24.1,2025-11-10 05:57:37,Haze,haze,Low
Indore,22.7179,75.8333,29,1.54,26.1,2025-11-10 05:49:29,Clear,clear sky,Low
Bengaluru,12.9762,77.6033,53,1.79,26.3,2025-11-10 05:55:06,Haze,haze,Low
Delhi,28.6667,77.2167,38,1.54,23.1,2025-11-10 06:16:01,Smoke,smoke,Low
Mumbai,19.0144,72.8479,48,3.09,29.0,2025-11-10 06:13:45,Smoke,smoke,Low
Bhopal,23.2667,77.4,22,1.54,24.1,2025-11-10 06:17:45,Haze,haze,Low
Indore,22.7179,75.8333,29,1.54,26.1,2025-11-10 06:08:55,Clear,clear sky,Low
Bengaluru,12.9762,77.6033,51,1.34,26.2,2025-11-10 06:10:20,Haze,haze,Low
Delhi,28.6667,77.2167,38,1.54,23.1,2025-11-10 06:38:09,Smoke,smoke,Low
Mumbai,19.0144,72.8479,42,4.12,30.0,2025-11-10 06:37:06,Smoke,smoke,Low
Bhopal,23.2667,77.4,22,1.54,24.1,2025-11-10 06:40:50,Haze,haze,Low
Indore,22.7179,75.8333,28,1.54,27.1,2025-11-10 06:40:00,Clear,clear sky,Low
Bengaluru,12.9762,77.6033,51,0.45,26.4,2025-11-10 06:41:52,Clouds,broken clouds,Low
Delhi,28.6667,77.2167,38,1.54,25.1,2025-11-10 11:26:01,Haze,haze,Low
Mumbai,19.0144,72.8479,37,4.63,30.0,2025-11-10 11:25:51,Smoke,smoke,Low
Bhopal,23.2667,77.4,18,0.0,26.1,2025-11-10 11:28:37,Haze,haze,Low
Indore,22.7179,75.8333,26,0.0,27.1,2025-11-10 11:29:23,Clear,clear sky,Low
Bengaluru,12.9762,77.6033,49,4.47,26.9,2025-11-10 11:28:26,Clouds,scattered clouds,Low
Delhi,28.6667,77.2167,49,1.03,22.1,2025-11-10 12:20:27,Haze,haze,Low
Mumbai,19.0144,72.8479,51,3.6,29.0,2025-11-10 12:27:41,Smoke,smoke,Low
Bhopal,23.2667,77.4,25,1.03,24.1,2025-11-10 12:27:32,Haze,haze,Low
Indore,22.7179,75.8333,38,1.54,24.1,2025-11-10 12:30:14,Clear,clear sky,Low
Bengaluru,12.9762,77.6033,56,4.02,25.3,2025-11-10 12:26:53,Clouds,scattered clouds,Low
Delhi,28.6667,77.2167,56,0.0,20.1,2025-11-10 13:42:50,Haze,haze,Low
Mumbai,19.0144,72.8479,54,3.6,28.0,2025-11-10 13:40:55,Smoke,smoke,Low
Bhopal,23.2667,77.4,34,0.0,19.1,2025-11-10 13:38:20,Haze,haze,Low
Indore,22.7179,75.8333,43,1.54,21.1,2025-11-10 13:39:50,Clear,clear sky,Low
Bengaluru,12.9762,77.6033,66,3.58,23.1,2025-11-10 13:35:20,Clouds,scattered clouds,Low
Delhi,28.6667,77.2167,59,1.03,19.1,2025-11-10 14:01:12,Haze,haze,Low
Mumbai,19.0144,72.8479,54,2.06,28.0,2025-11-10 14:09:07,Smoke,smoke,Low
Bhopal,23.2667,77.4,34,0.0,19.1,2025-11-10 14:11:28,Haze,haze,Low
Indore,22.7179,75.8333,43,1.54,21.1,2025-11-10 14:08:11,Clear,clear sky,Low
Bengaluru,12.9762,77.6033,68,3.13,22.7,2025-11-10 14:10:58,Clouds,scattered clouds,Low
Delhi,28.6667,77.2167,63,0.0,18.1,2025-11-10 14:31:11,Haze,haze,Low
Mumbai,19.0144,72.8479,54,2.57,28.0,2025-11-10 14:30:00,Smoke,smoke,Low
Bhopal,23.2667,77.4,42,1.03,18.1,2025-11-10 14:40:24,Haze,haze,Low
Indore,22.7179,75.8333,48,0.0,19.1,2025-11-10 14:37:30,Haze,haze,Low
Bengaluru,12.9762,77.6033,69,3.13,22.6,2025-11-10 14:36:49,Clouds,scattered clouds,Low
Delhi,28.6667,77.2167,82,0.0,15.1,2025-11-10 17:15:55,Mist,mist,Low
Mumbai,19.0144,72.8479,61,2.06,27.0,2025-11-10 17:16:36,Smoke,smoke,Low
Bhopal,23.2667,77.4,44,1.54,16.1,2025-11-10 17:27:27,Haze,haze,Low
Indore,22.7179,75.8333,63,0.0,16.1,2025-11-10 17:18:15,Haze,haze,Low
Bengaluru,12.9762,77.6033,77,2.68,21.1,2025-11-10 17:17:09,Haze,haze,Low
Delhi,28.6667,77.2167,82,0.0,15.1,2025-11-10 17:48:19,Mist,mist,Low
Mumbai,19.0144,72.8479,61,2.06,27.0,2025-11-10 17:45:02,Smoke,smoke,Low
Bhopal,23.2667,77.4,55,0.0,16.1,2025-11-10 17:57:59,Haze,haze,Low
Indore,22.7179,75.8333,59,0.0,17.1,2025-11-10 17:57:11,Haze,haze,Low
Bengaluru,12.9762,77.6033,77,2.68,21.1,2025-11-10 17:48:05,Haze,haze,Low
Delhi,28.6667,77.2167,82,0.0,15.1,2025-11-10 18:09:35,Mist,mist,Low
Mumbai,19.0144,72.8479,61,2.06,27.0,2025-11-10 18:05:57,Smoke,smoke,Low
Bhopal,23.2667,77.4,67,1.54,14.1,2025-11-10 18:15:02,Haze,haze,Low
Indore,22.7179,75.8333,59,0.0,17.1,2025-11-10 18:12:03,Haze,haze,Low
Bengaluru,12.9762,77.6033,78,2.68,20.4,2025-11-10 18:12:16,Haze,haze,Low
Delhi,28.6667,77.2167,82,0.0,15.1,2025-11-10 18:09:35,Mist,mist,Low
Mumbai,19.0144,72.8479,61,2.06,27.0,2025-11-10 18:05:57,Smoke,smoke,Low
Bhopal,23.2667,77.4,67,1.54,14.1,2025-11-10 18:15:02,Haze,haze,Low
Indore,22.7179,75.8333,59,0.0,17.1,2025-11-10 18:12:03,Haze,haze,Low
Bengaluru,12.9762,77.6033,78,2.68,20.4,2025-11-10 18:12:16,Haze,haze,Low
Delhi,28.6667,77.2167,63,2.06,16.1,2025-11-11 04:06:08,Smoke,smoke,Low
Mumbai,19.0144,72.8479,61,2.57,26.0,2025-11-11 04:02:56,Haze,haze,Low
Bhopal,23.2667,77.4,37,1.54,20.1,2025-11-11 04:05:44,Haze,haze,Low
Indore,22.7179,75.8333,50,2.06,24.1,2025-11-11 04:08:12,Haze,haze,Low
Bengaluru,12.9762,77.6033,76,6.26,22.9,2025-11-11 04:06:44,Mist,mist,Low
Delhi,28.6667,77.2167,59,2.06,17.1,2025-11-11 04:37:49,Smoke,smoke,Low
Mumbai,19.0144,72.8479,57,4.12,26.0,2025-11-11 04:29:22,Smoke,smoke,Low
Bhopal,23.2667,77.4,30,1.54,22.1,2025-11-11 04:40:01,Haze,haze,Low
Indore,22.7179,75.8333,41,1.54,24.1,2025-11-11 04:35:47,Haze,haze,Low
Bengaluru,12.9762,77.6033,73,6.26,23.9,2025-11-11 04:32:33,Haze,haze,Low
Delhi,28.6667,77.2167,52,1.54,19.1,2025-11-11 05:04:43,Smoke,smoke,Low
Mumbai,19.0144,72.8479,57,3.6,27.0,2025-11-11 05:06:49,Smoke,smoke,Low
Bhopal,23.2667,77.4,27,1.54,23.1,2025-11-11 05:08:55,Clear,clear sky,Low
Indore,22.7179,75.8333,41,1.54,24.1,2025-11-11 05:05:54,Haze,haze,Low
Bengaluru,12.9762,77.6033,63,4.92,25.7,2025-11-11 05:01:34,Haze,haze,Low
Delhi,28.6667,77.2167,45,1.54,20.1,2025-11-11 05:27:18,Smoke,smoke,Low
Mumbai,19.0144,72.8479,51,3.09,28.0,2025-11-11 05:38:11,Smoke,smoke,Low
Bhopal,23.2667,77.4,25,2.06,24.1,2025-11-11 05:37:00,Haze,haze,Low
Indore,22.7179,75.8333,29,1.54,26.1,2025-11-11 05:36:44,Clear,clear sky,Low
Bengaluru,12.9762,77.6033,62,3.58,26.2,2025-11-11 05:39:06,Haze,haze,Low
Delhi,28.6667,77.2167,53,3.09,23.0,2025-11-13 06:26:54,Smoke,smoke,Low
Mumbai,19.0144,72.8479,37,4.12,30.0,2025-11-13 06:28:08,Smoke,smoke,Low
Bhopal,23.2667,77.4,20,1.03,25.1,2025-11-13 06:33:20,Haze,haze,Low
Indore,22.7179,75.8333,32,2.57,27.1,2025-11-13 06:27:50,Clear,clear sky,Low
Bengaluru,12.9762,77.6033,63,8.05,26.3,2025-11-13 06:26:31,Haze,haze,Moderate
Delhi,28.6667,77.2167,53,3.09,23.0,2025-11-13 06:26:54,Smoke,smoke,Low
Mumbai,19.0144,72.8479,37,4.12,30.0,2025-11-13 06:28:08,Smoke,smoke,Low
Bhopal,23.2667,77.4,20,1.03,25.1,2025-11-13 06:33:20,Haze,haze,Low
Indore,22.7179,75.8333,32,2.57,27.1,2025-11-13 06:27:50,Clear,clear sky,Low
Bengaluru,12.9762,77.6033,63,8.05,26.3,2025-11-13 06:26:31,Haze,haze,Moderate
